"gid","linearid","fullname","rttyp","mtfcc","geom"
1,"1104430641961","State Hwy 42","S","S1100","0105000020E61000000100000001020000001B00000081936DE00E5656C04D2F3196E95B3F40A7CEA3E2FF5556C0CE3637A6275C3F40B91CAF40F45556C0B4E6C75F5A5C3F4027BD6F7CED5556C0CF691668775C3F403CF88903E85556C0D4601A868F5C3F4038A3E6ABE45556C056F487669E5C3F40E7E44526E05556C082919735B15C3F4022C66B5ED55556C0882AFC19DE5C3F40865451BCCA5556C0000341800C5D3F409F909DB7B15556C0D3A414747B5D3F40944A7842AF5556C0A92EE065865D3F404C33DDEBA45556C0E63C635FB25D3F40A243E048A05556C0412AC58EC65D3F4084BC1E4C8A5556C093382BA2265E3F407EFFE6C5895556C08C135FED285E3F40D8648D7A885556C02A3BFDA02E5E3F40F697DD93875556C0753C66A0325E3F402C0DFCA8865556C0C03DCF9F365E3F40569DD5027B5556C0BF49D3A0685E3F40D40CA9A2785556C04E27D9EA725E3F40452FA3586E5556C04489963C9E5E3F402E3883BF5F5556C0ABCC94D6DF5E3F40C498F4F7525556C029E78BBD175F3F40A1D9756F455556C09B1F7F69515F3F40BBB72231415556C03E213B6F635F3F40BC404981055556C043E1B37570603F40B456B439CE5456C02861A6ED5F613F40"
2,"1104430639695","State Hwy 42","S","S1100","0105000020E6100000010000000102000000140000009757AEB7CD5456C017F032C346613F4088670932025556C0F75AD07B63603F408121AB5B3D5556C032225168595F3F4027A25F5B3F5556C0365A0EF4505F3F404F04711E4E5556C0F1845E7F125F3F40E202D0285D5556C0371B2B31CF5E3F403B71395E815556C0AA49F086345E3F40936E4BE4825556C0429770E82D5E3F40459DB987845556C0D427B9C3265E3F40DF89592F865556C025C9737D1F5E3F4066FA25E2AD5556C0EF384547725D3F4025E7C41EDA5556C022895E46B15C3F40D7FB8D76DC5556C0168A743FA75C3F404A6249B9FB5556C08A5A9A5B215C3F406E895C70065656C07847C66AF35B3F40BAD8B452085656C0BD6E1118EB5B3F405F79909E225656C0990E9D9E775B3F402043C70E2A5656C0D93EE42D575B3F40E4DC26DC2B5656C0842BA0504F5B3F409D9B36E3345656C05DA96741285B3F40"
3,"1108296451323","State Hwy 67","S","S1100","0105000020E610000001000000010200000005000000C092AB58FC1F56C044DFDDCA1293454030134548DD1F56C0ADDC0BCC0A934540399A232BBF1F56C0406D54A7039345401840F850A21F56C0D2FD9C82FC9245406876DD5B911F56C0B680D07AF8924540"
4,"1108296451337","State Hwy 67","S","S1100","0105000020E6100000010000000102000000040000004948A46DFC1F56C053910A630B93454021AF0793E21F56C09293895B05934540399A232BBF1F56C0D2FD9C82FC9245405A492BBEA11F56C00B43E4F4F5924540"
5,"11020511318415","State Hwy 114","S","S1100","0105000020E6100000010000000102000000250100001D740987DE4B58C01FF30181CE7E404058552FBFD34B58C0BDFDB968C87E4040CAF962EFC54B58C0C7F2AE7AC07E40404D840D4FAF4B58C02E03CE52B27E404010CD3CB9A64B58C09B559FABAD7E4040070951BEA04B58C00874266DAA7E4040D2FBC6D79E4B58C0CD751A69A97E404063F030ED9B4B58C0DA571EA4A77E4040FF9254A6984B58C00553CDACA57E40407024D060534B58C008CC43A67C7E40400B2593533B4B58C061FA5E43707E4040A8E15B58374B58C057B439CE6D7E4040656D533C2E4B58C06BEF5355687E4040D6A9F23D234B58C057975302627E404030293E3E214B58C0DAA9B9DC607E40402E56D4601A4B58C0001C7BF65C7E40404E250340154B58C02B4B7496597E4040A435069D104B58C087FE092E567E40405D52B5DD044B58C068942EFD4B7E40406BB6F292FF4A58C05FB69DB6467E404089981249F44A58C083A3E4D5397E404028F1B913EC4A58C02A3BFDA02E7E40403CDEE4B7E84A58C0DF6DDE38297E4040BF0AF0DDE64A58C03A2174D0257E404004E44BA8E04A58C033DFC14F1C7E4040BB641C23D94A58C0E19BA6CF0E7E4040A4703D0AD74A58C0D789CBF10A7E4040EA7AA2EBC24A58C0838769DFDC7D4040B0FECF61BE4A58C0B2BAD573D27D4040E5D4CE30B54A58C01D03B2D7BB7D40402DE92807B34A58C0087767EDB67D404093E2E313B24A58C0800F5EBBB47D4040111E6D1CB14A58C0C823B891B27D40402AC8CF46AE4A58C00169FF03AC7D404077F700DD974A58C0990E9D9E777D404014E81379924A58C0115663096B7D4040FF5BC98E8D4A58C0B7ED7BD45F7D404098C3EE3B864A58C0433C122F4F7D404087890629784A58C0064B75012F7D404005A568E55E4A58C0F41ABB44F57C404091442FA3584A58C0193C4CFBE67C40406A6798DA524A58C01A53B0C6D97C4040EE5C18E9454A58C02997C62FBC7C4040A94C3107414A58C0C4B46FEEAF7C40405E4BC8073D4A58C0A67EDE54A47C40403C11C479384A58C04FB2D5E5947C40409C4D4700374A58C06ADE718A8E7C4040EDB776A2244A58C08BFCFA21367C4040D6A9F23D234A58C08352B4722F7C4040E621533E044A58C0168733BF9A7B40409415C3D5014A58C0ABB35A608F7B404006D7DCD1FF4958C07F33315D887B4040D2FD9C82FC4958C0D10836AE7F7B40408C9FC6BDF94958C0D540F339777B40402828452BF74958C06D8E739B707B40400586AC6EF54958C0D5230D6E6B7B40400DC51D6FF24958C0C7BC8E38647B404003CDE7DCED4958C0D8D64FFF597B4040C2DD59BBED4958C055F833BC597B404076C24B70EA4958C0BEC11726537B40401F1329CDE64958C0E59B6D6E4C7B4040446B459BE34958C0AC394030477B4040882AFC19DE4958C0ECA353573E7B404026016A6AD94958C0A20A7F86377B40401041D5E8D54958C0BC02D193327B4040062FFA0AD24958C018EAB0C22D7B404064B2B8FFC84958C0ACE28DCC237B404054E3A59BC44958C06D8FDE701F7B4040FD67CD8FBF4958C0C976BE9F1A7B4040D20149D8B74958C0C689AF76147B4040F486FBC8AD4958C0DBF813950D7B4040FDF9B660A94958C0FB7953910A7B404076E09C11A54958C0BBF2599E077B4040A79201A08A4958C0A67D737FF57A4040DF6FB4E3864958C001310917F27A404044A7E7DD584958C00C207C28D17A404076A73B4F3C4958C060747973B87A40409770E82D1E4958C02FFD4B52997A40408048BF7D1D4958C09AB33EE5987A40406397A8DE1A4958C0E9B81AD9957A404078B81D1A164958C0EC884336907A404028486C770F4958C061342BDB877A404036ACA92C0A4958C0880E8123817A40400876FC17084958C09CE1067C7E7A4040406D54A7034958C01CD31396787A4040957D5704FF4858C0FC00A436717A40407E1EA33CF34858C075E44867607A4040FDDB65BFEE4858C0C09481035A7A404066F4A3E1944858C0A9F92AF9D8794040853E58C6864858C05BEECC04C379404040C39B35784858C0B988EFC4AC794040DD990986734858C0DBA50D87A57940405C2041F1634858C0A62A6D718D794040577A6D36564858C0B16A10E676794040CD3FFA264D4858C07E74EACA67794040A8E49CD8434858C0984F560C5779404010AE80423D4858C08693347F4C79404078431A15384858C0FB3E1C244479404039F06AB9334858C0E129E44A3D794040B8AD2D3C2F4858C0CCD1E3F7367940402D0B26FE284858C0AD33BE2F2E79404006483481224858C064CE33F6257940402140868E1D4858C09D137B681F794040F4BF5C8B164858C06519E2581779404008C72C7B124858C0B55208E4127940402AFEEF880A4858C0B98AC56F0A79404002D369DD064858C0B535221807794040FB5C6DC5FE4758C0E8BD310400794040B8E864A9F54758C0B1C398F4F778404011FDDAFAE94758C08B34F10EF0784040BD512B4CDF4758C04D49D6E1E87840407EFE7BF0DA4758C0C0249529E67840400BB8E7F9D34758C02786E464E2784040A2EBC20FCE4758C0768BC058DF7840407651F4C0C74758C0A777F17EDC7840404E266E15C44758C025CD1FD3DA78404082E2C798BB4758C021787C7BD77840407A6CCB80B34758C0A5BE2CEDD47840401286014BAE4758C088D9CBB6D37840404F20EC14AB4758C0DC679599D27840402843554CA54758C00C207C28D17840400971E5EC9D4758C07EC7F0D8CF7840402A711DE38A4758C0F65FE7A6CD7840403293A8177C4758C00342EBE1CB7840409FE57970774758C02D095053CB7840408FFCC1C0734758C0693BA6EECA784040E3E2A8DC444758C041446ADAC5784040CD1FD3DA344758C06682E15CC3784040BD19355F254758C002F1BA7EC17840404E0B5EF4154758C03F575BB1BF78404011548D5E0D4758C0A45016BEBE784040DEAE97A6084758C0BDAC8905BE7840403A9677D5034758C03411363CBD784040185C7347FF4658C09A0AF148BC784040A98427F4FA4658C0A0FB7266BB7840405C01857AFA4658C05F0CE544BB78404060394206F24658C0B98B3045B9784040E15E99B7EA4658C01FB935E9B6784040C4793881E94658C05BEB8B84B678404060E811A3E74658C0143FC6DCB5784040DA0242EBE14658C05D5320B3B37840409F1EDB32E04658C0E622BE13B378404071E82D1EDE4658C0EC134031B2784040A208A9DBD94658C09AED0A7DB07840409F01F566D44658C0718E3A3AAE784040D712F241CF4658C0255987A3AB7840408A3E1F65C44658C034D769A4A5784040747E8AE3C04658C0D04543C6A37840402E3A596ABD4658C066F7E461A1784040CB10C7BAB84658C0E5805D4D9E7840408CA37213B54658C0E6E8F17B9B784040FFCC203EB04658C0BEBD6BD0977840407D224F92AE4658C000E143899678404047AAEFFCA24658C02F14B01D8C7840403ECC5EB69D4658C0C72DE6E786784040827170E9984658C070B20DDC817840406CCB80B3944658C09C1551137D784040FDD98F14914658C0FEB968C878784040DDED7A698A4658C06DA818E76F784040A8E0F082884658C09F94490D6D7840408D976E12834658C002D53F8864784040AD18AE0E804658C0761893FE5E784040543541D47D4658C05A9BC6F65A784040C005D9B27C4658C014234BE6587840400ED76A0F7B4658C0E606431D56784040E6779ACC784658C0AC70CB47527840405839B4C8764658C031EBC5504E784040B9A981E6734658C02250FD83487840403DD68C0C724658C0A7CAF78C4478404067D13B15704658C0096F0F4240784040DF4F8D976E4658C093A641D13C784040BDE13E726B4658C0DF8AC40435784040E4BB94BA644658C0AB949EE9257840402CB64945634658C08369183E227840408E7406465E4658C02B357BA015784040EBC37AA3564658C071732A19007840405325CADE524658C09AB51490F6774040170D198F524658C0111AC1C6F57740405F07CE19514658C01973D712F2774040460C3B8C494658C0C9FFE4EFDE774040AB05F698484658C060B1868BDC774040ED0E2906484658C090696D1ADB77404042EBE1CB444658C0A60C1CD0D2774040F6984869364658C0A7E9B303AE7740401A6CEA3C2A4658C04CDF6B088E7740408099EFE0274658C049F25CDF877740406C41EF8D214658C0A5BC564277774040C100C287124658C0D751D50451774040AB5AD2510E4658C0E2AE5E454677404071766B990C4658C05001309E417740406BD3D85E0B4658C01C28F04E3E774040832F4CA60A4658C046239F573C7740400D198F52094658C0BFEFDFBC38774040BB0CFFE9064658C029ED0DBE307740403271AB20064658C0E27492AD2E7740401C7DCC07044658C02634492C297740402F6AF7AB004658C00796236420774040ADA580B4FF4558C02CD49AE61D7740401555BFD2F94558C0F8DD74CB0E774040FC709010E54558C0B58D3F51D97640409CFD8172DB4558C0200A664CC1764040D0B9DBF5D24558C0CC0D863AAC764040BF823463D14558C068B0A9F3A87640401BB80375CA4558C0166D8E739B7640406BD784B4C64558C01F2E39EE9476404010070951BE4558C020459DB987764040A2630795B84558C0B9C667B27F7640407731CD74AF4558C0EEEA55647476404020B6F468AA4558C07A56D28A6F76404094F947DFA44558C0DBFAE93F6B764040E3FBE252954558C0E19A3BFA5F764040A4A5F276844558C00588821953764040650113B8754558C0575D876A4A764040FD4E93196F4558C0BD8A8C0E48764040FA449E245D4558C0EFAA07CC437640401AE0826C594558C0FB58C16F437640405CE674594C4558C0DE7360394276404021E868554B4558C0FC8C0B07427640408D9B1A683E4558C0333674B33F764040996379573D4558C0514F1F813F764040BE874B8E3B4558C0FDF49F353F76404084BD8921394558C069AB92C83E764040E55E6056284558C0882CD2C43B764040B16B7BBB254558C02367614F3B7640402FC1A90F244558C0D00CE2033B7640403882548A1D4558C089601C5C3A764040C26B97361C4558C047718E3A3A764040ED80EB8A194558C0F4160FEF397640408733BF9A034558C09C33A2B4377640401C430070EC4458C00261A758357640401D8EAED2DD4458C0629D2ADF3376404040A54A94BD4458C05E4887873076404023F433F5BA4458C0DB696B443076404018778368AD4458C0DC9DB5DB2E764040A73E90BC734458C0DF6DDE38297640402713B70A624458C03A2174D025764040685DA3E5404458C060C77F8120764040CF842689254458C060C77F8120764040D6726726184458C04DF4F9282376404089D2DEE00B4458C088BEBB9525764040D482177D054458C0274EEE772876404030B8E68EFE4358C0A2D3F36E2C764040D89DEE3CF14358C074081C09347640406DCA15DEE54358C01C42959A3D764040992D5915E14358C0333674B33F764040DAE55B1FD64358C04C1762F547764040F085C954C14358C09599D2FA5B7640408A0453CDAC4358C0723106D67176404090D8EE1EA04358C09A79724D817640403C855CA9674358C0CE177B2FBE7640406AF6402B304358C0C1C6F5EFFA764040CDCB61F71D4358C0E4D6A4DB1277404039B35DA10F4358C00BEBC6BB23774040FD2FD7A2054358C0EEEE01BA2F774040C2FA3F87F94258C02EC72B103D774040D2C6116BF14258C07E1D3867447740404167D2A6EA4258C0BC3C9D2B4A774040FF5A5EB9DE4258C0170D198F5277404002452C62D84258C09E40D829567740401211FE45D04258C0EA4141295A774040E9465854C44258C0467A51BB5F7740407C0BEBC6BB4258C0BB421F2C637740409CA6CF0EB84258C026C5C72764774040153C855CA94258C0E92ADD5D67774040999CDA19A64258C00744882B67774040BA85AE44A04258C07E74EACA67774040AAB69BE09B4258C00053060E687740407F8461C0924258C054AD855968774040F549EEB0894258C0BF6378EC67774040A036AAD3814258C00744882B67774040E4DBBB067D4258C019E3C3EC65774040C0B4A84F724258C009E066F162774040CF4C309C6B4258C04089CF9D607740400D350A49664258C07CEF6FD05E774040DBC35E28604258C0DD5F3DEE5B774040EFFE78AF5A4258C0029EB47059774040DA588979564258C068CBB914577740406A6798DA524258C022533E04557740403D7FDAA84E4258C07715527E5277404052BAF42F494258C01F662FDB4E7740407E1D3867444258C0D921FE614B77404062A06B5F404258C02827DA5548774040E15D2EE23B4258C042EBE1CB44774040850B7904374258C056F2B1BB40774040164ED2FC314258C088122D793C7740403CC093162E4258C0A1D634EF38774040569E40D8294258C015E63DCE34774040FEEE1D35264258C0768A558330774040817C09151C4258C0666A12BC217740408FFAEB15164258C0CE33F6251B774040EA793716144258C0C4EDD0B01877404098A1F144104258C00E6ABFB513774040102043C70E4258C04513286211774040"
